source_content,source_number,question_type,question_number,year,file_name
" 

Source: London newspaper report of Prince Ranjitsinhji’s proposed visit to England, 1899. 

© Bob Thomas/Popperfoto/Getty Images # 78980786 

This brilliant young Indian cricketer, Prince Ranjitsinhji, intends to return to England at Easter and will join the Sussex team—who are doubtless very glad to know this—as before. At the end of the season he will again visit India at the head of a team of English players—not too strong, but just strong enough; then in 1900 he will come back to  Old England as captain of a team representative of Indian cricket. 



",2,DBQ,1,2012,ap12_frq_world_history.txt
" 

Source: Cecil Headlam, English cricketer and historian, Ten Thousand Miles through India and Burma: An Account of the Oxford University Cricket Tour, 1903. 
First the hunter, the missionary, and the merchant, next the soldier and the politician, and then the cricketer—that is the history of British colonization. And of these civilizing influences, the last may, perhaps, be said to do least harm. Cricket unites the rulers and the ruled. It also provides a moral training, an education in pluck, and nerve, and self-restraint, far more valuable to the character of the ordinary native than the mere learning by heart of a play by Shakespeare. 
",3,DBQ,1,2012,ap12_frq_world_history.txt
" 

Source: Indian Social Reformer, Indian newspaper, Bombay (Mumbai), India, 1906. 
The champion bowler* of the Hindus is a leather worker. Years back he was a bowler here in a European sports club. The upper-caste Hindus of an Indian cricket club found that although he was low-caste, his inclusion in the Hindu team would improve matters considerably with his pluck and spirit. They admitted him as their member.  
Let the lesson learnt in sport be repeated in social and educational walks of life. Let all disuniting and denationalizing customs disappear and let India cease to be the laughing stock of the whole world. 
*pitcher 
",4,DBQ,1,2012,ap12_frq_world_history.txt
" 

Source: Muhammad Ali Jinnah, leader of the All-India Muslim League and later first leader of Pakistan, commenting on the Quadrangular Tournament, a cricket competition in which sides representing Europeans, Hindus, Muslims, and Parsis* competed against each other, 1924. 
The cricket field has many lessons to teach in other walks of life. The brotherly feeling that prevailed throughout the play was no less remarkable and I hope that our Hindu brethren as sportsmen would be no less pleased but also rejoice at the Muslims winning the championship. 
*Indian Zoroastrians 



",5,DBQ,1,2012,ap12_frq_world_history.txt
" 

Source: Prabhat Kumar Mukhopadhyay, Indian writer and supporter of the Natore XI cricket club, article in a monthly magazine, Calcutta, India, 1925–1926. 
Whenever the Natore XI defeated the European teams of Calcutta in 1914, our chests swelled with pride. This is because this is the only arena where we are allowed to compete on even terms with the English. The English have always ridiculed us as “effete.” It is on the sporting field that we may counter such false allegations. 
",6,DBQ,1,2012,ap12_frq_world_history.txt
" 

Source: Editorial in the Indian sports journal Indian Cricket, Bombay (Mumbai), India, 1938. 
The Quadrangular Tournament in the 1920s did not harm, but rather engendered healthy rivalry and gave added keenness to cricket. Those happy days are now gone, thanks to those self-seeking leaders who want to gain their ends by stirring up religious fanaticism. Even the sacred field of sport they would not leave unmolested. That is why things have become what they are on the cricket field today. That is why Quadrangular cricket has degenerated into religious rivalry. 
",7,DBQ,1,2012,ap12_frq_world_history.txt
" 

Source: Mohandas Gandhi, leader of the Indian independence movement, replying to a Hindu cricket club’s request for his support in continuing religiously based cricket competitions, 1940. 
My sympathies are wholly with those who would like to see the Quadrangular Tournament matches stopped. I can understand matches between Colleges and Institutions, but I have never understood the reason for having Hindu, Parsi, Muslim, and other religiously based teams. I should have thought that such unsportsmanlike divisions would be considered taboo in sporting language and sporting manners. 



",8,DBQ,1,2012,ap12_frq_world_history.txt
" 

Source: Bal Thackeray, Indian founder of a Hindu nationalist organization, quoted in the newspaper Muslim India, June 1984. 
But when Pakistan wins a cricket match and my country is defeated, why should Indian Muslims celebrate? Why should they have that jubilation mood? They should shed tears for our country. That should be the spirit. 
",9,DBQ,1,2012,ap12_frq_world_history.txt
"0 

Source: Shaharyar Khan, chairman, Pakistan Cricket Board, interview, Lahore, Pakistan, 2005. 
Cricket, in my opinion, it’s not an elite sport like polo, it’s not one of several sports as you have in England. Here there’s one sport in India and Pakistan. That’s the reason why cricket has a place in bringing people together. We expect 20,000 Indian fans. An Indian diplomat said, “You can make 20,000 ambassadors for Pakistan.” It’s not what you’ve seen in the papers, on television, the hostilities spewed out by the parliamentarians, or by various Prime Ministers; the common man wants peace. We have problems with Kashmir, with water. OK. Let’s not resolve it right now; let’s not go to war on the issues; we have no hostility between peoples. We share culture. We share a history. We share so much. 
",1,DBQ,1,2012,ap12_frq_world_history.txt
" 
Source: Data gathered by British colonial authorities. PRODUCTION OF COTTON YARN AND CLOTH IN INDIA 
Year  Hand-Spun Yarn (millions of pounds)  Machine-Spun Yarn (millions of pounds)  Handwoven Cloth (millions of yards)  Machine-Made Cloth (millions of yards)  
1884  150  151  1,000  238  
1894  130  381  1,200  429  
1904  110  532  1,286  545  
1914  90  652  1,405  1,140  

",1,DBQ,1,2010,ap10_frq_world_history.txt
" 
Source: Data from the Japanese Imperial Cabinet Bureau of Statistics. 
PRODUCTION OF COTTON YARN IN JAPAN (both hand spun and machine spun) 
Year  Millions of Pounds  
1884  5  
1894  117  
1904  278  
1914  666  



",2,DBQ,1,2010,ap10_frq_world_history.txt
" 
Source: Two women recalling their girlhoods working in Japanese textile factories, circa 1900. 
From morning, while it was still dark, we worked in the lamplit factory till ten at night. After work, we hardly had the strength to stand on our feet. When we worked later into  the night, they occasionally gave us a yam. We then had to do our washing, fix our hair, and so on. By then it would be eleven o’clock. There was no heat even in the winter; we had to sleep huddled together to stay warm. We were not paid the first year. In the second year my parents got 35 yen,* and the following year 50 yen. 
Soon after I went to work in the factory, my younger sister Aki came to work there too.  I think she worked for about two years, and then took to her bed because of illness. At  that time there were about thirty sick people at the factory. Those who clearly had lung troubles were sent home right away. Everyone feared tuberculosis and no one would come near such patients. Aki was also sent home, and died soon after. She was in her thirteenth year. Aki had come to the factory determined to become a 100-yen worker and make our mother happy. I can never forget her sad eyes as she left the factory sickly and pale. 
*Japanese currency 


",3,DBQ,1,2010,ap10_frq_world_history.txt
" 
Source: Buddhist priest from a rural area of Japan from which many farm girls were sent to work in the mills, circa 1900.  
The money that a factory girl earned was often more than a farmer’s income for the entire year. For these rural families, the girls were an invaluable source of income. The poor peasants during this period had to turn over 60 percent of their crops to the landlord. Thus the poor peasants had only bits of rice mixed with weeds for food. The peasants’ only salvation was the girls who went to work in the factories. 
",4,DBQ,1,2010,ap10_frq_world_history.txt
" 
Source: Tsurumi Shunsuke, Japanese industrialist, circa 1900. 
Where do the cheap workers come from? They all come from farming communities. People from families that are working their own land, or are engaged in tenant farming  but have surplus workers, come to the cities and the industrial centers to become factory workers. Income from the farms provides for the family needs and subsistence of the parents and siblings. The person who takes employment in the factory is an unattached component of the family. All he or she has to do is earn enough to maintain his or her  own living. That is why the workers’ wages are low. This shows how important a force agriculture continues to be for the development of our nation’s commerce and industry. 


",5,DBQ,1,2010,ap10_frq_world_history.txt
" 
Source: Radhakamal Mukerjee, Indian economist, The Foundation of Indian Economics, 1916. 
For the last few decades there has been a rapid decline of the handwoven cloth industry throughout the country on account of the competition of machine manufactures. Though many still wear clothing made from cloth woven on handlooms, large numbers of handloom weavers have been abandoning their looms. 
The local textile industry owes its very existence, promotion, and growth to the enterprising spirit of native bankers and investors, who invest large capital as  shareholders, investors, and financiers.  
",6,DBQ,1,2010,ap10_frq_world_history.txt
" 
Source: Data from “Industrialization and the Status of Women in Japan,” dissertation, 1973. 
PERCENTAGE OF FEMALE COTTON TEXTILE LABORERS India and Japan, selected years 
India  Japan  
Year  Percent (%)  Year  Percent (%)  
1909  22.1  1920  80.0  
1924  21.6  1925  80.6  
1934  18.9  1930  80.6  



",7,DBQ,1,2010,ap10_frq_world_history.txt
" 



",8,DBQ,1,2010,ap10_frq_world_history.txt
" 
Source: Report of the British Royal Commission of Labour in India, Calcutta, 1935. 
Most of the workers in the cotton mills are recruited from among the small peasants and agricultural laborers of the villages, along with unemployed hand weavers. They live in small rented huts. The average worker remains in the same factory for less than two years. Wages are low, and there has been no significant change in wages over the last decades.  
",9,DBQ,1,2010,ap10_frq_world_history.txt
"0 

",1,DBQ,1,2010,ap10_frq_world_history.txt
" 
Source:  Huan Guan, Han government official, Discourses on Salt and Iron, first century B.C.E. 
In earlier times workers were allowed to do both foundry work and salt-boiling as long as they reported the work and paid a tax. Tools manufactured by individual families to do this work were well-made. Today the iron tools that workers are required to use are produced by the state using convict labor; these tools are often crude and not very functional. In previous times the tools manufactured by workers for their own use and for sale were of excellent quality. Now that the state has monopolized the salt and iron trades, most of the tools provided to the workers are hard and brittle and the responsible government officials are often not available to take complaints. Good implements are hard to come by. Salt and iron are now sold at very high prices by the state and many common people cannot afford to buy either. Some of the poorest peasants now have no choice but to till the soil with wooden plows and cannot afford salt to season their food. 



",2,DBQ,1,2007,ap07_world_hist_frq.txt
" 
Source:  Huan Tan, upper-class Han philosopher, New Discourses, about 20 C.E. 
Fuxi* invented the pestle and the mortar. Later on, the pestle and the mortar were cleverly improved in such a way that the whole weight of the body could be used, thus increasing the efficiency ten times. In time, the power of animals — donkeys, mules, oxen and horses — was added. Later, water power was also applied, and the benefit was increased a hundredfold. 
*Fuxi is a mythological wise emperor. 

",3,DBQ,1,2007,ap07_world_hist_frq.txt
" 
Source:  History of the Early Han Dynasty (government-sponsored history), about 200 C.E. 
Tu Shih was appointed governor of Nanyang [about 31 C.E.]. He was  a generous man and his policies were peaceful. He destroyed evil-doers and established the dignity of his office. Good at planning, Tu Shih loved the common people and wished to save their labor. He invented a water-powered blowing-engine for the casting of iron agricultural implements that allowed people to enjoy great benefit for little labor. His invention has been widely adopted and used. 



ROMAN DOCUMENTS ",4,DBQ,1,2007,ap07_world_hist_frq.txt
" 
Source:  Plutarch, Greek-born Roman citizen and high official, describing second-century B.C.E. Roman political leader Gaius Gracchus, first century C.E. 
He was especially anxious about road building, paying attention to utility as well as to that which was beneficial to grace and beauty. For the roads were carried straight through the country without wavering, and were paved with quarried stone, and made solid with masses of tightly packed sand. Hollows were filled up and bridges were built across whatever wintry streams or ravines cut the roads. And both sides were an equal and parallel height with the result that the road for its entire course had a level and beautiful appearance. Besides these things, he measured the whole road mile by mile and set up stone columns as distance indicators. He also placed other stones on either side of the road at lesser intervals so that it would be easier for those who had horses to mount them from the stones without requiring a groom to help. 



",6,DBQ,1,2007,ap07_world_hist_frq.txt
" 
Source:  Seneca, upper-class Roman philosopher and adviser to Emperor Nero, first century C.E. 
I do not believe that tools for the crafts were invented by wise men. The question of whether the hammer or the tongs came first does not seem important to me. Both were invented by someone with a mind that was nimble and sharp, but not great or elevated. 

",7,DBQ,1,2007,ap07_world_hist_frq.txt
" 
Source:  Frontinus, Roman general, governor of Britain, and water commissioner for the city of Rome, first century C.E. 
All the aqueducts reach the city at different elevations. Six of these streams  flow into covered containers, where they lose their sediment. Their volume is measured by means of calibrated scales. The abundance of water is sufficient not only for public and private uses and applications but truly even for pleasure. The water is distributed to various regions inside and outside the city, to basins, fountains and public buildings, and to multiple public uses. 
Compare such numerous and indispensable structures carrying so much water with the idle pyramids, or the useless but famous works of the Greeks. 
",8,DBQ,1,2007,ap07_world_hist_frq.txt
"  
Source: Justo Sierra, male Mexican minister of public education, letter to the editors of La Mujer Mexicana (The Mexican Woman), Mexico, 1904.  
The educated woman will be truly dedicated to the home; she will be a companion and collaborator of man in the formation of the family. That is what we want. I do not want to see you pursue your feminism to the extreme of wishing to convert yourselves into men; that is not what we desire; for then all of life’s enchantment would be lost. No; let men fight over political questions, let them form laws; you ought to fight the good fight, that of feeling, and form souls, which is better than forming laws.  

",1,DBQ,1,2016,ap16_frq_world_history.txt
"  
Source: Hermila Galindo, Mexican feminist and political speaker, supporter of  Mexican revolutionaries, speech at the Second Feminist Congress of Yucatan, Mexico, 1916. 
A woman needs suffrage and asks for it from a moral standpoint, because of what she can do with  the vote. She needs it so that she can combat alcoholism, prostitution, juvenile delinquency, pornography, and everything that works against child morality.  She needs it so that she can guard her own health as well as that of the public, to work for better worker housing, better schools, better markets, etc.  
",2,DBQ,1,2016,ap16_frq_world_history.txt
"

Source: Photograph of soldaderas (Mexican female soldiers) during the Mexican Revolution, circa 1917. 
The figure shows a photograph of about 20 women and girls in a clearing.  Each person is wearing a traditional Mexican long dress and a bandolier (bullet sash) across the chest and shoulders. Each is holding a rifle and is aiming it up and to the right.
© Corbis  
",3,DBQ,1,2016,ap16_frq_world_history.txt
"  
Source: Ricardo Dolz, Cuban senator, speech to the Cuban Senate on a bill to give married women economic rights, Havana, Cuba, 1917.. 
Women should have their rights because the movement is recognized worldwide, it is just and moderate, and the women are not asking to dominate men. Resisting the woman’s movement will encourage women activists to become socialists and fulfill everyone’s greatest fear. 
",4,DBQ,1,2016,ap16_frq_world_history.txt
"
 
Source: María Luisa Marín, anarchist and union organizer, speech in support of jailed communist politician Herón Proal in the rent-strike movement in Veracruz, Mexico, December 1924. 
We will do what we can so that our children will not denounce us as traitors and cowards. We will prove that with Proal or without him, the Veracruz renters will defend their rights.  In view of the danger that now threatens us, we issue an urgent call to the people. Don’t wait for the powerful to help you. They will never appreciate the dignity and value of our solidarity which some day will triumph. The supreme hour of the people has arrived.  People of Veracruz, wake up and join the struggle. 
",5,DBQ,1,2016,ap16_frq_world_history.txt
"
 
Source: Colonel Crescencio Treviño Adame, veteran of the Mexican Revolution, private letter to Mexican President Lázaro Cárdenas, 1938. 
Undoubtedly, granting Mexican women powers to govern would be a disaster because woman can be more criminal than man. Woman is in this world for the man’s home, not for politics or to mix with the affairs of men. This thing that they are talking about, this women’s vote, would be madness. 

",6,DBQ,1,2016,ap16_frq_world_history.txt
"  
Source: Sandinista National Liberation Front of Nicaragua,
*
* socialist revolutionary organization  party platform, 1969.  
The Sandinista Popular Revolution will abolish the discrimination that women have suffered with respect to men: it will establish economic, political, and cultural equality between women and men.  It will elevate the political, cultural, and vocational level of women via their participation in the revolutionary process. 
",7,DBQ,1,2016,ap16_frq_world_history.txt
"
  
Source: Argentinian women from the Argentinian group Madres de Plaza de Mayo (Mothers of  the May Plaza), protesting outside of the presidential palace, seeking information on the political disappearance and murder of their children or other family members, 1981.  
The figure shows a photograph of a crowd of people. A woman in sunglasses and a kerchief is in the left foreground. Another woman in a kerchief is slightly behind her and to the right.  The second woman has her eyes closed. She is holding a photograph up so that the image faces the camera.  The photograph shows a young woman sitting on a table.
© Eduardo Longoni/Corbis 
",8,DBQ,1,2016,ap16_frq_world_history.txt
"  
Source: Orbelina Soza Meirena, female community activist, interview with Latin American historian Barbara Seitz on women’s roles in the Nicaraguan revolution in 1989, published in 1994.  
When the Sandinista Front began, women also within the lines fought in the role of men; that is when the women realized that we can work the same as a man, that we can develop equally as a man. The women were heroines. They showed us, they really gave us the idea that the woman in the world, in life, in work, can be equal to a man. 
",9,DBQ,1,2016,ap16_frq_world_history.txt
"0
  
Source: Chilean woman speaking at the First National Meeting of the Female Temporary Agricultural Workers, Santiago, Chile, June 1993.  
“Compañeras [Sisters],  it is all fine to talk about solidarity with men, but how many of you have husbands who wash dishes or take care of children? How many of you have husbands who let you go to meetings or like the fact that you work?  And—I know none of us wants to talk about this—but how many of you have husbands who are abusive, who beat you for whatever whim?” 
",1,DBQ,1,2016,ap16_frq_world_history.txt
" 
Source: Petition in English to the British colonial government of India from the British-Indian Association, an organization consisting of high-caste Indians, 1866. 
Railway travel for [Indian] natives has for a long time been full of the most bitter and serious grievances. The miseries suffered equal the horrors of the ‘middle passage.’ 
We would beg to draw your attention to the bad treatment of native passengers, with no distinctions being made between them. Indiscriminate abuse is lavished freely without regard to differences in rank and social scale. Passengers have often been struck and otherwise treated with great indignity. Passengers traveling in second class are not even allowed to get to the platform, but are made to herd with the masses outside. We would like to emphasize the painful fact that the most respectable natives are liable to personal ill-treatment and loss from their European fellow passengers in the second-class carriages. Native gentlemen of birth and respectability, in striving to avoid the large crowds to be found in third-class carriages, find themselves even worse off in a second-class seat. In a variety of ways attempts are incessantly made to degrade and insult second-class passengers. 
We want to draw attention here to the present impossibility of native ladies of respectable birth and breeding taking advantage of railways. The honor of our wives and families is very dear and sacred to us, and the advent of the railway has cut off old modes of transit without providing adequate ones for respectable women. 
",1,DBQ,1,1994,ap18-frq-world-history.txt
" 
Source: Shen Baozhen, Qing dynasty official and advocate of domestic reforms, memorandum to the Qing court, 1867. 
What shall we do about telegraphs and railroads? The Qin dynasty built the Great Wall, and at the time it was considered a disaster, but later generations relied on it. If telegraphs and railroads are built, China will likewise enjoy great benefits from them in the future. Moreover, as the work of constructing them is enormous, it will be quite beneficial to the poor people now. However, although the foreigners plead with the Court to conclude a formal treaty permitting them to begin this work, this absolutely must not be done. Perhaps the government could give its generous permission, but only if the Western [interests] can devise a plan that would guarantee that no arable fields, houses, and ancestral graves would be harmed in the least. Otherwise, permission should decidedly not be given. 

",2,DBQ,1,1994,ap18-frq-world-history.txt
" 
Source: Ottoman government report concerning a proposal to build a railway from Damascus to Mecca, 1893. 
Unless an alternative way, other than the Suez Canal controlled by the British, is found to connect the holy cities [of Mecca and Medina] to the rest of the empire, the Red Sea coast of Arabia might fall prey to the evils 
of those who strive to overthrow the very foundations of the caliphate.
*
 At present, Muslims going on 
pilgrimage must either use foreign ships, where they are subjected to humiliation, or travel by camel, a very challenging journey through months of drought. It has become necessary to construct a railway in this region, both to solve these problems and to show the power of the caliph. The railway has to be built solely by Muslim involvement, by obtaining a huge amount of finance from the Islamic world and recruiting Muslim engineers in its construction. 
Our sultan must personally lead this highly significant undertaking. Muslims across the world hold our sultan in very high regard; therefore people of political and economic influence will not hesitate to allocate some of their assets to this cause when they see our sultan personally leading the initiative. 
*The Ottoman sultan claimed the title of caliph of all Muslims. 

",3,DBQ,1,1994,ap18-frq-world-history.txt
" 
Source: “The Cape to Cairo Railway, and Rhodes’
* Gigantic Proposal,” article illustration from the Auckland 
Weekly News, a newspaper published in British New Zealand, 1899. 
The figure presents an illustration of a partial map of Africa. The following major areas are labeled, from north to south: Egypt, Abyssinia, British East Africa, Congo State, German East Africa, and Transvaal. The following areas are labeled British Territories: Egypt, present-day Sudan, British East Africa, and portions of southern Africa, including Rhodesia (present-day Zimbabwe), and territories in present-day South Africa, Botswana, and Zambia. The following three stages of railroad construction are drawn on the map: Railroad completed, Railroad under construction, and Railroad proposed. The routes for each of the stages are indicated as follows, from north to south. 

Railroad completed: From Cairo to Aswan, in southern Egypt; from Wadi Halfa to Dongola, in northern Sudan, and from Wadi Halfa to an unlabeled point in Sudan northeast of Khartoum; from Mombasa on the Indian Ocean in British East Africa, in present-day Kenya, to an unlabeled point in the interior of British East Africa; from Beira on the Indian Ocean, in present-day Mozambique, to an unlabeled point northeast of Bulawayo in Rhodesia, in present-day Zimbabwe; from Bulawayo to Cape Town near the southern tip of Africa; from Johannesburg in the Transvaal, which is present-day South Africa, to an unlabeled point on the Indian Ocean near present-day Maputo, Mozambique; from Johannesburg to Durban on the Indian Ocean

Railroad under construction: From the unlabeled southern end point of the railway built from Wadi Halfa south to Khartoum; from Bulawayo north to an unlabeled point about halfway between Bulawayo and Lake Tanganyika.

Railroad proposed: From Aswan to Wadi Halfa; from an unlabeled point on the Red Sea coast of Sudan to the unlabeled southern end point of the railway built from Wadi Halfa in the direction of Khartoum south; from Khartoum south to the shore of Lake Victoria; from the shore of Lake Victoria to Ujiji on Lake Tanganyika, in present-day Tanzania; from Ujiji east through German East Africa to Dar es Salaam on the coast of the Indian Ocean, in present-day Tanzania, with a branch connecting to the southern shore of Lake Victoria; from the unlabeled northern point of the railway built from Mombasa to an unlabeled point on the eastern shore of Lake Victoria; from Ujiji to Abercorn, which is present-day Mbala, Zambia; from Abercorn to the unlabeled northern end-point of the railroad under construction north from Bulawayo; from Bulawayo northeast to the unlabeled end point of the railroad built inland from Beira.

When considered together, the routes on the map form a line from Cairo to Cape Town, running mostly through British territory, with several side branches connecting mostly to ports on the Indian Ocean 

Sir George Grey Special Collections, Auckland Libraries, AWNS8-4 
*Cecil Rhodes was a British imperialist and entrepreneur. The proposed railway in the illustration was never fully built. 
",4,DBQ,1,1994,ap18-frq-world-history.txt
" 
Source: Sir Henry Norman, English politician, editorial discussing the Trans-Siberian Railroad, News Chronicle. Published in London, 1901. 
Since the Great Wall of China the world has never seen an undertaking of equal magnitude. Russia, single-handedly, has conceived it and carried it out. Its strategic results are already easy to foresee. It will consolidate Russian influence in the Far East in a manner yet undreamed of. But this will be by slow steps. The expectation that the railroad could be used to transport masses of soldiers from European Russia to China, either in response to an attack or for Russia herself to launch an attack, is yet far from becoming reality. The line and its organization would break down utterly under such pressure. But bit by bit it will grow in capacity, and the Powers that have enormous interests at stake in the Far East, if they continue to sleep as England has done of late, will wake to find a new, solid, impenetrable, self-sufficient Russia dominating China as she has dominated, sooner or later, every other Oriental land against whose frontier she has laid her own. 
",5,DBQ,1,1994,ap18-frq-world-history.txt
" 
Source: Ernest Roume, governor of French West Africa, speech delivered before the colonial administrative council, Dakar, 1904. 
We wish to truly open up to civilization the immense regions that the foresight of our statesmen and the bravery of our soldiers and explorers have passed down to us. The necessary condition for achieving this goal is the creation of lines of penetration, a perfected means of transportation to make up for the absence of natural means of communication that has kept this country in poverty and barbarism. True economic activity cannot even be conceived without railroads. It is, therefore, our duty as a civilized nation to take those steps that nature itself imposes and that are the only effective ones. It is now everyone’s conviction that no material or moral progress is possible in our African colonies without railroads. 

",6,DBQ,1,1994,ap18-frq-world-history.txt
