source_content,source_number,question_type,question_number,year,file_name
"Source: Prince Leopold, heir to the throne of Belgium and future king, conversation, 1861. Surrounded by the sea, Holland, Prussia and France, our frontiers can never be extended in Europe. . . . [But] the universe lies in front of us; steam and electricity have made distances disappear, all the unappropriated lands on the surface of the globe may become the field of our operations and of our resources. . . . Since history teaches that colonies are useful, that they play a great part in that which makes up the power and prosperity of states, let us strive to get one in our turn . . . let us see where there are unoccupied lands . . . where are to be found peoples to civilize, to lead to progress in every sense, meanwhile assuring ourselves . . . the opportunity to prove to the world that Belgians also are an imperial people capable of dominating and enlightening others.",1,DBQ,1,2009,ap09_frq_european_history.txt
"Source: Benjamin Disraeli, British prime minister, speech to the House of Commons regarding the Suez Canal, February 1876. I have never recommended, and I do not recommend now, this purchase either as a financial investment or as a commercial speculation. I have always and do now recommend it to the country as a political transaction, and one which I believe is calculated to strengthen the empire.",2,DBQ,1,2009,ap09_frq_european_history.txt
"Source: Chancellor Otto von Bismarck of Germany, speaking to a countryman back from exploring Africa, 1888. Your map of Africa is very nice, but my map of Africa is in Europe. Here is Russia and here is France, and we are in the middle. That is my map of Africa.",3,DBQ,1,2009,ap09_frq_european_history.txt
"Source: Joseph Chamberlain, British industrialist, politician, and reformer, speech, 1888. We have suffered much in this country from depression of trade. We know how many of our fellow-subjects are at this moment unemployed. Is there any man in his senses who believes that the crowded population of these islands [the British Isles] could exist for a single day if we were to be cut adrift from the great dependencies which now look to us for protection and which are the natural markets for our trade? . . . If tomorrow it were possible, as some people apparently desire, to reduce by a stroke of the pen the British Empire to the dimensions of the United Kingdom, half at least of our population would be starved.",4,DBQ,1,2009,ap09_frq_european_history.txt
"Source: Cecil Rhodes, British imperialist, speech at the chartering of the British South Africa Company, 1889. Philanthropy is good, but philanthropy at 5 percent is even better.",5,DBQ,1,2009,ap09_frq_european_history.txt
"Source: George Washington Williams, Baptist minister, lawyer, historian, and legislator, “An Open Letter to His Serene Majesty, Leopold II, King of the Belgians and Sovereign of the Independent State of Congo,” Stanley Falls, Congo Free State, 1890. Great and Good Friend, I have the honor to submit for Your Majesty’s considerations some reflections respecting the Independent State of Congo. There were instances in which Mr. Henry M. Stanley* sent one white man, with four or five Zanzibar soldiers, to make treaties with the native chiefs. All the sleight of hand tricks had been carefully rehearsed and he was now ready for his work. A number of electric batteries had been purchased in London and when attached to an arm under the coat, communicated with a band of ribbon which passed over the palm of the white brother’s hand, and when he gave the black brother a cordial grasp of the hand, the black brother was surprised to find his white brother so strong that he nearly knocked him off his feet. By such means as these, and a few boxes of gin, whole villages have been signed away to Your Majesty. *British-American journalist and explorer sent to Congo by King Leopold of Belgium",6,DBQ,1,2009,ap09_frq_european_history.txt
"Source: William Clark, “The Genesis of Jingoism,” Progressive Review, London, 1897. Although in its essence capitalism is international, and although it will prove in the long run to be one of the leading factors in breaking down nationalism, for the present it is accustomed to find in exaggerated forms of nationalism its most potent ally. The music hall patriot is encouraged to howl for Jameson* or any other hero of the hour, when in reality he is howling for the financiers who are making Jameson their tool. *British military officer who led an unsuccessful raid in 1895 into Boer-controlled territory in southern Africa",7,DBQ,1,2009,ap09_frq_european_history.txt
"Source: Archibald Philip Primrose, Lord Rosebery, British politician and foreign secretary, letter to the London Times, 1900. An Empire such as ours requires as its first condition an imperial race—a race vigorous and industrious and intrepid. Health of mind and body exalt a nation in the competition of the universe. The survival of the fittest is an absolute truth in the conditions of the modern world.",8,DBQ,1,2009,ap09_frq_european_history.txt
"Source: Resolution of the German Social Democratic Party Congress, 1900. World and colonial policy is pursued for the purpose of capitalist exploitation and for displaying military force . . . [I]t corresponds first and foremost to the greedy desire of the bourgeoisie for new opportunities to invest its ever-increasing capital which is no longer content with exploiting the home market, and to the desire for new markets which each country tries to usurp to itself.",9,DBQ,1,2009,ap09_frq_european_history.txt
"0 Source: Eugène-Melchior de Vogé, French diplomat, The Master of the Sea, Paris, 1903. Diplomacy used to be concerned with the Mediterranean and the Bosporus; now it has to do with China, the Niger, and the Congo . . . The great states of Europe are dividing up the other continents of Africa and Asia in the same manner they would divide such countries as Italy or Poland . . . What used to be a European balance of power is now a world balance of power, but it is subject to the same laws, and any country that does not wish to become less important must obtain as much new territory relatively as our rivals are doing.",1,DBQ,1,2009,ap09_frq_european_history.txt
"1 Source: Martial Henri Merlin, governor general of French Equatorial Africa, speech, 1910. We went to new territories. We went there by virtue of the right of a civilized, fully developed race to occupy territories which have been left fallow by backward peoples who are plunged into barbarism and unable to develop the wealth of their land. What we exercised is a right, and if anyone denies this, you should firmly maintain that it is a right. We are entitled to go out to these peoples and occupy their territories; but, when we exercise this right, we, at the same moment are charged with a duty towards these peoples, and this duty we must never for one instant forget.",1,DBQ,1,2009,ap09_frq_european_history.txt
"Source: Baltasar Rusow, Lutheran pastor, commenting on a saint’s feast day festival in mid-June. Estonia, sixteenth century. The festival was marked by flames of joy over the whole country. Around these bonfires people danced, sang and leapt with great pleasure, and did not spare the bagpipes. Many loads of beer were brought. What disorder, whoring, fighting, killing and dreadful idolatry took place there! -4Source: Pieter Brueghel the Elder, Battle Between Carnival and Lent (full and detail), 1559. Foto Marburg/Art Resource Detail of Above Source: John Taylor, English writer, early seventeenth century. Youths armed with cudgels, stones, hammers, trowels, and hand saws put theaters to the sack, and bawdy houses to the spoil, in the quarrel breaking a thousand windows, tumbling from the tops of lofty chimneys, terribly untiling houses and ripping up the bowels of featherbeds; this leads to the enriching of upholsterers, the profit of plasterers and dirt daubers, and to the gain of glaziers, joiners, carpenters, tilers, and bricklayers. And what is worse, to the contempt of justice. Thus by the unmannerly manners of Shrove Tuesday constables are baffled.",2,DBQ,1,2000,euro_hist_00.txt
"Source: R. Lassels, French traveler, commenting on Italian Carnival customs, 1670. All this festival activity is allowed the Italians that they may give a little vent to their spirits which have been stifled for a whole year and are ready to choke with gravity and melancholy.",5,DBQ,1,2000,euro_hist_00.txt
"Source: Henry Bourne, commenting on the customs of celebrating midsummer night in the Scilly Islands, Great Britain, 1725. The servant and his master are alike and everything is done with an equal freedom. They sit at the same table, converse freely together, and spend the remaining part of the night in dancing, singing etc., without any difference or distinction. The maidens are dressed up as young men and the young men as maidens; thus disguised they visit their neighbors in companies, where they dance and make jokes upon what has happened on the island. Everyone is humorously told their own faults without offense being taken. Source: Report from the police inspector, Toulouse, France, April 1833. When a royalist widower of the Couteliers neighborhood remarried, he began receiving raucous visits night after night. Most of the people who took too active a part were sent to the police court. But that sort of prosecution was not very intimidating, and did not produce the desired effect. The disorders continued. One noticed, in fact, that the people who got involved in the disturbances no longer came, as one might expect, from the inferior classes. Law students, students at the veterinary school and youngsters from good city families had joined in. Seditious shouts had arisen in certain groups, and we learned that the new troublemakers meant to keep the charivari going until King Louis Philippe’s birthday, in hopes of producing another sort of disorder. It was especially on the evening of Sunday the 28th of April 1833 that the political nature of these gatherings appeared unequivocally. All of a sudden shouts of LONG LIVE THE REPUBLIC were heard. It was all the clearer what was going on because the majority of the agitators were people whose ordinary clothing itself announced that they weren’t there for a simple charivari.",6,DBQ,1,2000,euro_hist_00.txt
"Source: Mrs. Elizabeth Gaskell, English author, writing to her friend, Mary Hewitt, about the customs of Cheshire, 1838. When any woman, a wife more particularly, has been scolding, beating or otherwise abusing the other sex, and is publicly known, she is made to “ride stang.” A crowd of people assemble toward evening after work hours, with an old shabby, broken down horse. They hunt out the delinquent and mount her on their horse astride with her face to the tail. So they parade her through the nearest village or town, drowning her scolding and clamour with the noise of frying pans, just as you would scare a swarm of bees. And though I have seen this done many times, I never knew the woman to seek any redress, or the avengers to proceed to any more disorderly conduct after they had once made the guilty one “ride stang.” Source: Variant of a stang song, from Lincolnshire, England, 1850. Ran, tan, tan! The sign of the kettle, and the old tin pan. Old Abram Higback has been beating his good woman; But he neither told her for what or for why, But he up with his fist, and blacked her eye. Now all ye old women, and old women kind, Get together, and be of a mind; Collar him and take him to the out-house, And shove him in. Now if that does not mend his manners, Then take his skin to the tanners.",8,DBQ,1,2000,euro_hist_00.txt
"0 Source: Russian official, report on an incident in a village in Novgorod Province, Russia, late nineteenth century. Drosida Anisimova was apprehended for berry-picking in the village’s communal berry patch before the customary time. A village policeman brought her before the village assembly, where they hung on her neck the basket of berries she had gathered, and the entire commune led her through the village streets with shouts, laughter, songs and dancing to the noise of washtubs, frying pans, and bells. The punishment had such a strong effect on her that she was ill for several days, but the thought of complaining against the offenders never entered her mind.",1,DBQ,1,2000,euro_hist_00.txt
"Source: Sneyd Davis, English writer, poem “To His Friend and Neighbor Dr. Thomas Taylor,” 1744. Go, search for Athens; her deserted ports, Enter—a noiseless, solitary shore, Where commerce once crowded the Athenian strand. Trace her dark streets, her ruined shrines; And wonder, where her glories shined. Where are her orators, her sages, now? Shattered her mouldering arches, her towers in dust, But far less ruin’d, than her soul decayed. Upon the mount where once the muses sung, Sits the gruff Turkish captain, and exacts Harsh tribute! In the grove where Plato* taught A stupid Turk is preaching ignorance. *Philosopher of ancient Greece",1,DBQ,1,2001,euro_hist_01_6956.txt
"Source: Mustapha III, the Turkish sultan, orders his governor in northern Greece to repress raids by Greeks, 1765. Most excellent general and governor of Thessalonika: With the arrival of my imperial decree be it known that robbers continually incite the district of Larissa to rebellion. Impose order and report on the measures taken. Take care that affronts or arbitrary acts do not take place against those who are innocent of this robbery, but arrest and imprison these brigands and take back the stolen goods and animals, as well as any ransom money, cleansing the place of evildoers. Report on this to my capital.",2,DBQ,1,2001,euro_hist_01_6956.txt
"Source: Claude Etienne Savary, French scholar of Greek and Arabic, letter, 1788. Let me not be accused of painting the Turks in darker colors than they deserve, but I have traveled through their empire and have seen the injuries of every kind which they have done to the sciences, the arts, and the human race. At the sight of these melancholy spectacles my heart groans, my blood boils in my veins and I would wish to excite all Europe to combine against these Turks who have crushed the Greek nation.",3,DBQ,1,2001,euro_hist_01_6956.txt
"Source: Alexandros Kalphoglou, a conservative Greek Christian, poem, 1794. Greeks love every foreigner, They love a German for his company And an enlightened Frenchman, an impious libertine. In conversation not a word about the commandments of God. The young, the educated, Do not go to Church, for they have got French enlightenment. They say, “We have books and French romances, All the other books are so melancholy! We are enlightened, And the old writers were all hypocrites!” They boast of being the pupils of Rousseau, And Voltaire even if they do not understand them, neither Have they ever read them. They say “I speak French and I will wear clothes in the European style.”",4,DBQ,1,2001,euro_hist_01_6956.txt
"Source: James Dallaway, chaplain to the English community in Constantinople, letter to an English friend, 1797. In the present age, in some respects, the Greeks experience greater toleration than the conquered subjects of any other nation, but they have in no degree recovered their former energy. The richer Greeks are very devious and intriguing, and with very limited exception, only less ignorant than their Turkish masters. The lower ranks are the merriest creatures imaginable, but are untrustworthy, and awake to every advantage.",5,DBQ,1,2001,euro_hist_01_6956.txt
"Source: Greek exiles, The Greek Monarchy or A Word about Freedom, pamphlet published in Italy, 1806. The Ottoman state today finds itself in its death throes. O Greeks, learn forever that the weapons of justice are unconquerable, and that the Ottomans will flee from the armed Greeks. Remember, finally, that the beginning of victory is resistance, and that the Greeks are neither savage nor of worthless spirit, as are their enemies. Freedom has approached her ancient home. The echo of the trumpet of Ares* has awakened the heroes of our ancestors from their tombs. The hour has approached, O Greeks, for the liberation of our motherland! *God of war in Greek mythology",6,DBQ,1,2001,euro_hist_01_6956.txt
"Source: Percy Bysshe Shelley, English poet, preface to his poem “Hellas” (“Greece”), 1821. We are all Greeks. Our laws, our literature, our religion, our arts have their roots in Greece. The modern Greek is the descendant of those glorious beings whom the mind almost refuses to imagine as belonging to our kind, and he inherits much of their sensibility, and their courage. Russia desires to possess, not to liberate, Greece; and the wise and generous policy of England would consist in establishing the independence of Greece, and in maintaining it against both Russia and the Turks.",7,DBQ,1,2001,euro_hist_01_6956.txt
"Source: Edward Blaquiere, English organizer and fundraiser for the London Greek Committee, Greek Revolution, 1824. The fortress of Navarino, which surrendered soon after the uprising began in 1821, was the scene of another tragedy, to which only wars between slaves and their masters ever give rise. During the siege, news of the murder of the head of the Greek Orthodox Church by the sultan’s government spread throughout Greece. The fury of the Greek troops, worked up to madness, was therefore vented on the Turkish garrison, of whom a considerable number were massacred.",8,DBQ,1,2001,euro_hist_01_6956.txt
"Source: Vahid Pasha*, Turkish provincial governor, letter, 1822. The revolution of the Greeks was at bottom the result of satanical causes and diabolical designs, but on the surface had the pretext of restoring the religion of Jesus, which was, according to their groundless pretense, threatened. Persuaded by certain very old and mythical prophecies of theirs that the time for the liberation of the Greek nation and for its freedom had arrived, this revolution was none other than drunkards (O the blasphemy of it!) shamelessly roaming about and cheering. *Pasha is a government title.",9,DBQ,1,2001,euro_hist_01_6956.txt
"0 Source: Alexander Mavrocordato, president of the Greek revolutionary government, Declaration to the Christian Powers, April 15, 1822. For the last thirteen months, God has aided the work of the righteous. Her cities sacked, her villages burnt, her population decimated, bear witness to Greece’s proud determination. Crushed by numbers, she will yet wash out her defeats in her blood. What will be the feelings of Europe towards her? Assembled Greece has solemnly proclaimed her independence and has given herself a government. The Greeks aim at peace combined with independence and civilization. In a word, humanity, religion, interest all plead in their favor.",1,DBQ,1,2001,euro_hist_01_6956.txt
1,1,DBQ,1,2001,euro_hist_01_6956.txt
"Source: Paolo Antonio Foscarini, Catholic monk and scientist, excerpt from An Epistle Concerning the Pythagorean and Copernican Opinion of the Mobility of the Earth and Stability of the Sun, 1615 Because the common system of the world devised by Ptolemy has hitherto satisfied none of the learned, hereupon a suspicion is risen up amongst all, even Ptolemy’s followers themselves, that there must be some other system which is more true than this of Ptolemy.... The telescope (an optick invention) has been found out, by help of which many remarkable things in the heavens... were discovered....By this same instrument it appears very probable that Venus and Mercury do not move properly about the Earth, but rather about the sun; and that the Moon alone moveth about the Earth... Now there is no better or more convenient hypothesis than that of Copernicus. Because of this, many modern authors are induced to approve of, and follow it: but with much hesitancy and fear, because it seems to contradict the Holy Scriptures, and it cannot possibly be reconciled to them. Which is the reason why this hypothesis has been long suppressed and is now entertained by men in a modest manner, and as it were with a veiled face.",1,DBQ,1,2019,ap19-frq-european-history.txt
"Source: Catholic Cardinal Bellarmine, letter of response to Paolo Antonio Foscarini, 1615 I have read with interest your letter; I thank you for this and confess that it is full of intelligence and erudition. You ask for my opinion, and so I shall give it to you, but very briefly, since now you have little time for reading and I for writing. First,...towanttoaffirm that in reality the sun is at the center of the world and only turns on itself without moving from east to west, and the earth...revolves with great speed around the sun...isavery dangerous thing, likely not only to irritate all scholastic philosophers and theologians, but also to harm the Holy Faith by rendering Holy Scripture false. Second, I say that, as you know, the Council [of Trent] prohibits interpreting Scripture against the common consensus of the Holy Fathers.... Third, I say that if it were clearly demonstrated that the sun is at the center of the universe and the earth in the third orbit, and that the sun does not circle the earth but the earth circles the sun, then one would have to proceed with great care in explaining the Scriptures that appear contrary, and say rather that we do not understand those passages of Scripture, rather than say that what is demonstrated is false. But I will not believe that there is such a demonstration, until it is shown to me.",2,DBQ,1,2019,ap19-frq-european-history.txt
"Source: Christoph Grienberger, German Jesuit mathematics professor in Rome, 1615 A new description of the universe seems to be necessary because the old one has been changed a great deal in our day and many embellishments have been added to it. But the question has been raised as to whether it is proper for us Jesuits to do this. It seems to me that the time has now come for a greater degree of freedom of thought to be given to both mathematicians and philosophers on this matter [the constitution of the heavens], for the imperfection of the heavens is not absolutely contrary to theology or to philosophy and even much less to mathematics....It seems that our colleague Biancani has not exercised his talents sufficiently in writing the Cosmographia [which rejected heliocentrism and the existence of mountains on the moon]. But I am quite willing to excuse him about this. For up to now his hands have been tied, as have ours. Thus he has dealt with most topics in a way which is not adequate when he was not allowed to think freely about what is required.",3,DBQ,1,2019,ap19-frq-european-history.txt
"Source: Galileo Galilei, Italian mathematician, astronomer, and physicist, letter to the Grand Duchess Christina of Tuscany, 1615 The reason produced for condemning the opinion that the earth moves and the sun stands still is that in many places in the Bible one may read that the sun moves and the earth stands still. Since the Bible cannot err, it follows as necessary the consequence that anyone takes an erroneous and heretical position who maintains that the sun is inherently motionless and the earth movable. With regard to this argument, I think in the first place that it is very pious to say and prudent to affirm that the holy Bible can never speak untruth—whenever its true meaning is understood. But I believe nobody will deny that it is often very abstruse, and may say things which are quite different from what its bare words signify. Hence in expounding the Bible if one were always to confine oneself to the unadorned grammatical meaning, one might fall into error.... I do not feel obliged to believe that the same God who has endowed us with senses, reason, and intellect has intended to forgo their use by some other means to give us knowledge which we can attain by them. He would not require us to deny sense and reason in physical matters which are set before our eyes and minds by direct experience or necessary demonstrations.",4,DBQ,1,2019,ap19-frq-european-history.txt
"Source: Maria Celeste Galilei, Catholic nun, letter to her father, Galileo, 1623 The happiness I derived from the gift of letters you sent me, Sire, written to you by that most distinguished Cardinal, now elevated to the exalted position of Pope, was indescribable, for his letters so clearly express the affection this great man has for you, and also show how highly he values your abilities. I have read and reread them, savoring them in private, and I return them to you, as you insist, without having shown them to anyone else except Suor Arcangela,* who has joined me in drawing the utmost joy from seeing how much our father is favored by persons of such caliber. *a fellow Catholic nun known for her radical political and philosophical beliefs",5,DBQ,1,2019,ap19-frq-european-history.txt
"Source: Illustration from a text on sunspots by Christoph Scheiner, German Jesuit astronomer, 1630 The figure presents an illustration. In the illustration, a man is shown seated at a desk in a room with many windows. He appears to be working on an astronomical drawing. He is pointing toward another man who is kneeling on the ground, working with a machine that resembles a telescope. Light is shown entering the end of the telescope that is near a window. The light is escaping from the other end of the telescope and projecting on a square surface that has an astronomical drawing on it. Latin text is written at the bottom of the illustration. Private Collection/Bridgeman Images",6,DBQ,1,2019,ap19-frq-european-history.txt
"Source: Critique of French thinker René Descartes by the Jesuits of Clermont College, Paris, 1665 Descartes’ thoughts on scientific reasoning are distasteful to mathematics, philosophy, and theology. They are distasteful to philosophy, because they overthrow all philosophical principles and ideas which common sense has accepted for centuries. They are distasteful to mathematics, because mathematics cannot be used to explain natural things without great disturbance of the traditional order. They are distasteful to theology, because Descartes’ reasoning attributes too much to the chance combination of atoms, which favors the atheist. And finally, following Descartes’ reasoning, there can be no conversion of bread and wine in the Eucharist into the blood and body of Christ, which favors heretics.",7,DBQ,1,2019,ap19-frq-european-history.txt
"“It was the weakness of Russia’s democratic culture which enabled Bolshevism to take root.... The Russian people were trapped by the tyranny of their own history....For while the people could destroy the old system, they could not build a new one of their own....By 1921, if not earlier, the revolution had come full circle, and a new autocracy had been imposed on Russia which in many ways resembled the old.” Orlando Figes, historian, A People’s Tragedy: The Russian Revolution, 1891-1924, published in 1997",0,SAQ,1,2019,ap19-frq-european-history.txt
"Louis-Simon Boizot, Liberty Armed with the Scepter of Reason Striking down Ignorance and Fanaticism, France, 1793 The figure presents an engraving titled “Liberty Armed with the Scepter of Reason Striking down Ignorance and Fanaticism.” In the engraving, a woman representing liberty is shown seated, holding up a scepter in the direction of two women representing ignorance and fanaticism. Energy is shown emanating from the scepter in the form of arrows. One of the women is standing and holding up a cloth attempting to block the energy from the scepter. The other woman has fallen to the ground, and her eyes are covered with cloth. Another woman is standing to the right of the seated woman. She has her hand on the shoulder of the seated woman and is holding a leash that is on a lion. The lion is lying on the ground. Liberty armed with the sceptre of reason striking down Ignorance and Fanaticism, 1793 (engraving) (b/w photo), Boizot, Simon Louis (1743-1809) (after) / Musee de la Ville de Paris, Musee Carnavalet, Paris, France / Bridgeman Images",0,SAQ,2,2019,ap19-frq-european-history.txt
"Source: Philippe Pétain, French Prime Minister, radio address, Bordeaux, June 17, 1940. Frenchmen! Today I am assuming the direction of the Government of France. Sure of the affection of our admirable army, which is fighting with heroism against an enemy superior in numbers and arms, sure that by its magnificent resistance it has fulfilled our obligations towards our allies, sure of the support of the veterans whom I had the honor to command, sure of the confidence of the whole people, I make to France the gift of my person, to relieve her suffering. It is with a heavy heart that I say to you today that the combat must cease. Rally to the Government over which I preside during these harsh trials, suppress your anguish and have faith in the destiny of our fatherland.",1,DBQ,1,2003,ap03_frq_euro_history_23075.txt
"Source: Philippe Pétain, Prime Minister and French Chief of State, radio address, Vichy, October 11, 1940. Frenchmen! Four months ago, France suffered one of the most serious defeats in her history. In truth, the disaster was simply the reflection of the weaknesses and defects of the former regime. War and defeat have merely hastened the coming of the National Revolution toward which the country was headed. Today we must rebuild France on a heap of ruins. The new order can in no way return to the mistakes which have cost us so dearly. It cannot be a slavish imitation of foreign experiments, though some of these experiments are not without merit and beauty. A new order is an absolute necessity for France.",2,DBQ,1,2003,ap03_frq_euro_history_23075.txt
"Source: General Charles de Gaulle, head of the Free French Movement, radio broadcast from French West Africa, October 27, 1940. We are living through the most terrible days in our history. At this very moment, the pathetic and miserable men who claim to constitute the French government at Vichy have been bullied into humiliating negotiations with the enemy. Such base servitude will give birth to even greater servitude in the future. We do not yet know what appalling concessions the enemy will force from those who have accepted his domination, but we can be sure that any one of them would inspire our nation’s outrage. Before long, the world will behold a dishonored and despairing France, a demented slave in Hitler’s grip.",3,DBQ,1,2003,ap03_frq_euro_history_23075.txt
,4,DBQ,1,2003,ap03_frq_euro_history_23075.txt
